CustomerName,ProductSpecifics,DeliverySchedule,SteelWirePrice,PowderPaintCost,ElectricityCost,MarketDemand,Quantity,Profit(%),BasePrice,SalesPrice,ProposalPrice,CustomerReturn
Alvarado LLC,Welded Wire Fence,2023-10-01,603.62,3.73,90.79,75,89,12,716.89,802.9168,71459.5952,Rejected
Parker-Hernandez,Welded Wire Fence,2023-06-28,611.53,2.03,89.53,100,7,10,728.0899999999999,800.8989999999999,5606.293,Accepted
Stewart Group,Welded Wire Fence,2023-09-11,616.24,3.13,92.19,100,141,12,736.56,824.9472,116317.55519999999,Rejected
Aguilar Hansen and Mason,Welded Wire Fence,2023-06-19,628.82,2.88,93.86,100,109,12,750.5600000000001,840.6272000000001,91628.36480000001,Rejected
Roman Dominguez and Roth,Welded Wire Fence,2023-08-23,639.48,2.36,93.74,100,149,12,760.58,851.8496,126925.5904,Rejected
Swanson Obrien and Whitehead,Welded Wire Fence,2023-09-06,606.18,3.69,86.53,100,30,10,721.4,793.54,23806.199999999997,Rejected
Nichols-Morrison,Welded Wire Fence,2023-02-07,607.2,3.2,94.7,50,27,12,717.6000000000001,803.7120000000001,21700.224000000002,Rejected
Mitchell Group,Welded Wire Fence,2024-01-05,609.32,2.75,81.3,50,7,12,705.87,790.5744,5534.0208,Negotiation
Daniels Group,Welded Wire Fence,2023-04-15,603.14,3.18,98.98,75,147,12,724.05,810.9359999999999,119207.59199999999,Accepted
Villanueva LLC,Welded Wire Fence,2023-07-20,612.22,2.87,84.31,100,9,10,724.4000000000001,796.8400000000001,7171.560000000001,Rejected
Morris-Ray,Welded Wire Fence,2023-06-02,637.08,3.99,91.7,100,103,12,757.7700000000001,848.7024000000001,87416.34720000002,Accepted
Wise-Hernandez,Welded Wire Fence,2023-02-14,600.84,2.08,92.36,50,26,12,707.7800000000001,792.7136,20610.5536,Negotiation
Dawson Blackwell and Robinson,Welded Wire Fence,2023-05-19,602.44,3.62,95.2,75,143,12,720.0100000000001,806.4112000000001,115316.80160000002,Rejected
Murphy-Aguilar,Welded Wire Fence,2023-08-04,605.76,2.9,99.68,100,45,10,733.3399999999999,806.674,36300.33,Rejected
Olson LLC,Welded Wire Fence,2023-06-02,624.85,2.98,84.65,100,15,10,737.48,811.2280000000001,12168.420000000002,Negotiation
Higgins-Larsen,Welded Wire Fence,2023-06-10,623.03,3.02,96.53,100,149,12,747.5799999999999,837.2896,124756.1504,Accepted
Cannon Group,Welded Wire Fence,2023-09-13,633.83,3.06,82.02,100,145,12,743.91,833.1791999999999,120810.98399999998,Accepted
Drake Ltd,Welded Wire Fence,2023-03-25,608.7,3.58,98.19,75,38,12,729.22,816.7264,31035.6032,Rejected
Cooper Grimes and Nash,Welded Wire Fence,2023-10-18,607.23,3.58,97.9,75,63,12,727.46,814.7552000000001,51329.577600000004,Accepted
Allen-Hall,Welded Wire Fence,2023-01-27,593.78,2.43,92.06,50,70,7,700.77,749.8239,52487.672999999995,Accepted
Luna-Gilbert,Welded Wire Fence,2023-06-03,634.21,3.73,95.62,100,35,10,758.5600000000001,834.416,29204.56,Accepted
Perez Moore and Solomon,Welded Wire Fence,2023-04-28,606.01,3.28,98.68,75,53,12,726.72,813.9264000000001,43138.099200000004,Negotiation
Stewart-Woods,Welded Wire Fence,2023-09-05,620.65,3.33,85.84,100,138,12,734.82,822.9984000000001,113573.7792,Negotiation
Mueller-Cruz,Welded Wire Fence,2023-08-05,624.47,2.13,93.99,100,50,12,745.59,835.0608,41753.04,Negotiation
Warner-Cummings,Welded Wire Fence,2023-11-01,604.51,3.28,89.64,75,109,12,716.18,802.1216,87431.25439999999,Rejected
Hoffman Ltd,Welded Wire Fence,2023-06-26,625.48,2.83,86.87,100,123,12,740.1800000000001,829.0016,101967.1968,Negotiation
Clark PLC,Welded Wire Fence,2024-01-15,591.84,2.4,98.74,50,99,7,705.48,754.8636,74731.4964,Accepted
Barron-Hamilton,Welded Wire Fence,2023-02-16,590.8,3.39,91.01,50,51,7,697.6999999999999,746.539,38073.489,Rejected
Smith-Mcdonald,Welded Wire Fence,2023-03-05,600.78,3.15,84.73,75,74,12,707.41,792.2991999999999,58630.140799999994,Negotiation
Miller-Robinson,Welded Wire Fence,2023-07-24,632.53,3.21,96.99,100,75,12,757.73,848.6576,63649.32,Accepted
Clark Group,Welded Wire Fence,2023-03-10,607.74,2.5,98.4,75,40,12,727.39,814.6768,32587.072,Rejected
Johnson-Rivera,Welded Wire Fence,2023-03-05,607.76,2.6,93.38,75,51,12,722.49,809.1888,41268.6288,Rejected
Johnson Porter and Coleman,Welded Wire Fence,2023-11-17,603.05,2.63,91.24,75,131,12,715.67,801.5504,105003.10239999999,Negotiation
Montes PLC,Welded Wire Fence,2023-09-01,622.63,2.39,94.98,100,2,10,745.0,819.5,1639.0,Negotiation
Boone Hill and Smith,Welded Wire Fence,2023-07-23,622.92,3.32,94.13,100,86,12,745.37,834.8144,71794.0384,Rejected
Wolf Jackson and Sandoval,Welded Wire Fence,2023-07-14,635.33,3.98,95.97,100,92,12,760.2800000000001,851.5136000000001,78339.25120000001,Negotiation
Reilly Group,Welded Wire Fence,2023-12-26,607.36,3.78,93.04,50,11,12,716.68,802.6815999999999,8829.497599999999,Negotiation
Lewis Serrano and Ingram,Welded Wire Fence,2023-03-01,600.76,2.94,90.92,75,12,12,713.37,798.9744000000001,9587.6928,Accepted
Myers Alvarado and White,Welded Wire Fence,2023-03-28,609.8,2.88,94.95,75,118,12,726.38,813.5456,95998.3808,Negotiation
Watson and Sons,Welded Wire Fence,2023-02-22,601.14,2.1,87.09,50,16,12,702.83,787.1696000000001,12594.713600000001,Accepted
Moss-Welch,Welded Wire Fence,2023-06-25,639.07,3.2,90.98,100,121,12,758.2500000000001,849.2400000000001,102758.04000000001,Negotiation
Li Munoz and Burns,Welded Wire Fence,2023-05-15,603.3,3.44,81.05,75,126,12,706.54,791.3248,99706.9248,Negotiation
Wilson Ltd,Welded Wire Fence,2023-05-20,606.61,3.6,86.62,75,61,12,715.58,801.4496,48888.4256,Rejected
Scott Wright and Gonzalez,Welded Wire Fence,2023-09-09,613.7,2.24,85.14,100,59,12,726.08,813.2096,47979.3664,Accepted
David-Goodwin,Welded Wire Fence,2023-12-02,604.28,2.03,93.28,50,57,7,712.0899999999999,761.9363,43430.369099999996,Accepted
Porter Group,Welded Wire Fence,2023-10-30,601.98,2.84,80.47,75,124,12,704.0400000000001,788.5248000000001,97777.07520000002,Accepted
Cook-Miller,Welded Wire Fence,2023-08-14,607.88,3.92,98.55,100,30,10,735.3499999999999,808.8849999999999,24266.549999999996,Rejected
Baker Ibarra and Logan,Welded Wire Fence,2023-06-28,631.93,3.93,95.5,100,82,12,756.3599999999999,847.1231999999999,69464.10239999999,Negotiation
Mccarthy-Barajas,Welded Wire Fence,2023-11-22,609.13,3.0,89.21,75,129,12,720.09,806.5008,104038.6032,Negotiation
Alvarado-Johnson,Welded Wire Fence,2023-06-07,632.46,3.1,97.47,100,94,12,758.0300000000001,848.9936000000001,79805.3984,Rejected
Thomas PLC,Welded Wire Fence,2024-01-11,608.86,3.86,92.75,50,57,7,717.97,768.2279,43788.9903,Rejected
Hart-Klein,Welded Wire Fence,2023-10-29,602.64,3.93,82.85,75,36,12,708.17,793.1504,28553.4144,Rejected
Stanton Kelley and Andrade,Welded Wire Fence,2023-05-25,609.87,2.39,89.11,75,56,12,720.12,806.5344,45165.9264,Rejected
Rice PLC,Welded Wire Fence,2024-01-05,598.22,2.05,97.97,50,138,7,710.74,760.4918,104947.8684,Accepted
Gardner Cook and Goodman,Welded Wire Fence,2023-05-19,600.03,3.79,89.55,75,36,12,712.1199999999999,797.5743999999999,28712.678399999993,Accepted
Reynolds Garcia and Graham,Welded Wire Fence,2023-07-16,637.14,3.52,93.99,100,39,10,759.65,835.615,32588.985,Rejected
Ibarra Camacho and Curry,Welded Wire Fence,2023-10-24,600.59,2.82,85.85,75,18,12,708.0100000000001,792.9712000000001,14273.481600000001,Rejected
Edwards Coleman and Khan,Welded Wire Fence,2023-12-06,606.16,3.53,85.97,50,25,12,708.16,793.1392,19828.48,Negotiation
James-Young,Welded Wire Fence,2023-09-12,608.03,3.57,82.02,100,128,12,718.62,804.8544,103021.3632,Rejected
Ibarra-Mayo,Welded Wire Fence,2023-11-29,602.26,3.72,93.96,75,143,12,718.69,804.9328,115105.3904,Negotiation
Morgan-Walton,Welded Wire Fence,2023-10-16,604.6,2.99,94.72,75,9,12,721.0600000000001,807.5872,7268.2848,Rejected
Tyler Knight and Kennedy,Welded Wire Fence,2023-12-15,591.75,2.11,84.35,50,126,7,690.71,739.0597,93121.5222,Negotiation
Blair Sanchez and Fletcher,Welded Wire Fence,2023-11-04,603.91,3.64,95.14,75,30,12,721.4399999999999,808.0128,24240.384,Negotiation
Kline Conner and Lopez,Welded Wire Fence,2023-11-25,607.74,3.03,85.96,75,34,12,715.48,801.3376000000001,27245.478400000004,Rejected
Nelson-Spencer,Welded Wire Fence,2023-12-11,599.33,3.62,81.53,50,146,7,696.98,745.7686,108882.2156,Accepted
Smith Henderson and Bright,Welded Wire Fence,2023-06-25,614.63,2.77,97.9,100,107,12,740.3,829.136,88717.552,Accepted
Turner Barrett and Ellis,Welded Wire Fence,2023-09-14,601.16,3.65,84.76,100,125,12,714.5699999999999,800.3183999999999,100039.79999999999,Rejected
Jimenez Murray and Robles,Welded Wire Fence,2023-06-24,629.38,3.32,81.6,100,27,10,739.3000000000001,813.23,21957.21,Accepted
Lucas-Kelly,Welded Wire Fence,2023-10-22,600.98,2.38,87.61,75,76,12,709.72,794.8864,60411.3664,Accepted
Powell-Evans,Welded Wire Fence,2023-08-13,634.92,3.28,97.48,100,56,12,760.68,851.9616,47709.8496,Accepted
Romero and Sons,Welded Wire Fence,2023-03-17,608.45,2.58,80.27,75,36,12,710.0500000000001,795.2560000000001,28629.216000000004,Negotiation
Richards-Brown,Welded Wire Fence,2023-06-02,627.76,3.65,97.8,100,147,12,754.2099999999999,844.7151999999999,124173.13439999998,Negotiation
Mason Ward and Phillips,Welded Wire Fence,2023-04-25,606.63,2.95,87.89,75,68,12,716.22,802.1664000000001,54547.315200000005,Rejected
Campbell Porter and Miller,Welded Wire Fence,2024-01-09,598.24,2.33,97.72,50,23,12,710.7900000000001,796.0848000000001,18309.9504,Rejected
Kim PLC,Welded Wire Fence,2023-05-24,609.83,3.28,95.46,75,102,12,727.32,814.5984000000001,83089.0368,Rejected
Williams-Knox,Welded Wire Fence,2023-03-17,600.58,3.92,82.36,75,78,12,705.61,790.2832,61642.0896,Accepted
Sanchez Nguyen and Bradford,Welded Wire Fence,2023-03-06,605.23,3.06,84.39,75,99,12,711.43,796.8016,78883.3584,Negotiation
Turner-Perez,Welded Wire Fence,2023-08-20,625.01,3.12,87.72,100,98,12,740.85,829.7520000000001,81315.69600000001,Rejected
Pugh-Mcdonald,Welded Wire Fence,2023-07-16,606.08,3.69,95.1,100,50,12,729.8700000000001,817.4544000000001,40872.72,Accepted
Meyer Lopez and Taylor,Welded Wire Fence,2023-07-26,620.1,3.47,95.2,100,41,10,743.7700000000001,818.1470000000002,33544.02700000001,Accepted
Ford Byrd and Nguyen,Welded Wire Fence,2023-06-30,623.95,2.94,84.7,100,87,12,736.5900000000001,824.9808000000002,71773.32960000001,Accepted
Smith-Walters,Welded Wire Fence,2023-05-02,600.56,3.47,95.48,75,22,12,718.26,804.4512,17697.9264,Rejected
Lee-Hayes,Welded Wire Fence,2023-11-23,609.58,3.97,99.01,75,139,12,731.3100000000001,819.0672000000001,113850.3408,Accepted
Cook Pacheco and Lawrence,Welded Wire Fence,2023-03-13,606.47,2.36,98.0,75,88,12,725.58,812.6496000000001,71513.16480000001,Accepted
Reynolds Inc,Welded Wire Fence,2023-09-19,604.93,2.22,84.87,100,123,12,717.02,803.0624,98776.6752,Negotiation
Pope Ltd,Welded Wire Fence,2023-08-29,620.34,2.9,97.35,100,24,10,745.59,820.149,19683.576,Rejected
Cooley-King,Welded Wire Fence,2023-07-26,610.11,3.1,93.84,100,30,10,732.0500000000001,805.2550000000001,24157.65,Rejected
Murphy Liu and Aguilar,Welded Wire Fence,2023-12-07,602.78,2.5,97.76,50,113,7,715.54,765.6278,86515.9414,Rejected
Johnson Hernandez and Bell,Welded Wire Fence,2023-07-23,600.41,2.76,90.52,100,125,12,718.6899999999999,804.9327999999999,100616.59999999999,Negotiation
Walters and Sons,Welded Wire Fence,2023-10-09,606.56,2.68,80.67,75,13,12,708.6599999999999,793.6991999999998,10318.089599999998,Rejected
Arnold Ramirez and Mcdaniel,Welded Wire Fence,2023-10-04,603.41,3.55,94.69,75,37,12,720.3999999999999,806.8479999999998,29853.375999999993,Rejected
Jefferson PLC,Welded Wire Fence,2023-10-04,606.53,2.14,84.19,75,67,12,711.6099999999999,797.0031999999999,53399.21439999999,Rejected
Wilson Gilbert and Sanders,Welded Wire Fence,2023-10-15,606.47,3.31,94.9,75,7,12,723.43,810.2416,5671.691199999999,Rejected
Owens and Sons,Welded Wire Fence,2023-07-26,632.28,3.35,99.83,100,7,10,760.46,836.5060000000001,5855.542,Accepted
West-Goodwin,Welded Wire Fence,2023-08-16,626.07,3.03,85.32,100,123,12,739.4200000000001,828.1504000000001,101862.4992,Rejected
Baker-Taylor,Welded Wire Fence,2023-05-28,601.39,3.85,80.3,75,94,12,704.29,788.8048,74147.6512,Negotiation
Klein Moore and Larson,Welded Wire Fence,2023-07-10,611.53,3.92,96.47,100,9,10,736.92,810.612,7295.508,Rejected
King Johnson and Stewart,Welded Wire Fence,2023-02-01,602.22,3.68,91.8,50,84,7,710.1999999999999,759.914,63832.776,Negotiation
Murphy Ewing and Long,Welded Wire Fence,2023-05-28,607.31,2.15,90.53,75,71,12,718.7399999999999,804.9887999999999,57154.20479999999,Rejected
Cummings-Wilson,Welded Wire Fence,2023-03-12,605.47,2.02,86.51,75,121,12,712.75,798.28,96591.87999999999,Rejected
Deleon Fischer and Sellers,Welded Wire Fence,2023-02-26,591.29,2.81,89.83,50,80,7,696.43,745.1800999999999,59614.407999999996,Rejected
Hernandez-Harris,Welded Wire Fence,2023-09-25,628.88,3.26,89.61,100,120,12,746.75,836.36,100363.2,Accepted
Moore-Hill,Welded Wire Fence,2023-09-07,603.77,3.54,99.02,100,17,10,731.3299999999999,804.463,13675.871,Rejected
Farmer Anderson and Hartman,Welded Wire Fence,2023-11-26,602.72,2.77,94.17,75,52,12,718.41,804.6192,41840.1984,Rejected
Larson-Knight,Welded Wire Fence,2023-02-08,607.65,3.17,82.25,50,111,7,705.5699999999999,754.9599,83800.5489,Negotiation
Ewing Parker and Pittman,Welded Wire Fence,2023-08-12,611.03,3.0,84.36,100,114,12,723.39,810.1967999999999,92362.43519999999,Rejected
Poole Ltd,Welded Wire Fence,2023-05-16,608.19,2.35,90.61,75,146,12,719.9000000000001,806.2880000000001,117718.04800000002,Accepted
Jefferson Griffin and Huffman,Welded Wire Fence,2023-09-19,618.01,3.66,99.38,100,52,12,746.05,835.5759999999999,43449.952,Negotiation
Smith Inc,Welded Wire Fence,2023-02-24,596.12,2.91,91.74,50,45,12,703.27,787.6623999999999,35444.808,Rejected
Turner-Garcia,Welded Wire Fence,2023-07-09,615.17,2.73,94.08,100,24,10,736.98,810.678,19456.272,Accepted
Mitchell-Rogers,Welded Wire Fence,2023-11-27,607.01,2.22,86.0,75,35,12,713.98,799.6576,27988.016,Rejected
Hall Ltd,Welded Wire Fence,2023-07-22,615.19,3.25,83.15,100,18,10,726.59,799.249,14386.482,Negotiation
Reed Group,Welded Wire Fence,2023-09-23,629.44,3.57,97.14,100,70,12,755.1500000000001,845.7680000000001,59203.76000000001,Rejected
Harvey Jones and Smith,Welded Wire Fence,2024-01-09,600.47,2.37,94.62,50,73,7,709.96,759.6572,55454.9756,Negotiation
Singh LLC,Welded Wire Fence,2023-09-18,602.55,2.65,89.18,100,107,12,719.3799999999999,805.7055999999999,86210.49919999999,Accepted
Hanson and Sons,Welded Wire Fence,2023-06-24,604.21,2.96,90.1,100,73,12,722.2700000000001,808.9424000000001,59052.79520000001,Accepted
Wiley Bentley and Day,Welded Wire Fence,2023-07-05,636.48,3.78,91.2,100,58,12,756.46,847.2352000000001,49139.6416,Negotiation
Vargas-Smith,Welded Wire Fence,2023-03-07,600.2,2.52,84.94,75,149,12,706.4100000000001,791.1792,117885.7008,Accepted
Munoz-Carrillo,Welded Wire Fence,2023-05-05,607.36,3.66,91.06,75,102,12,720.8299999999999,807.3295999999999,82347.61919999999,Negotiation
Hughes-Cabrera,Welded Wire Fence,2023-03-21,601.1,3.35,88.9,75,14,12,712.1,797.552,11165.728000000001,Rejected
Nguyen-Harrison,Welded Wire Fence,2023-08-03,637.9,3.81,91.82,100,136,12,758.53,849.5536,115539.28959999999,Rejected
Ramirez Ltd,Welded Wire Fence,2023-03-08,607.68,2.24,83.06,75,48,12,711.73,797.1376,38262.6048,Accepted
Wallace Holt and Li,Welded Wire Fence,2023-02-10,599.48,2.89,99.92,50,73,7,714.79,764.8253,55832.2469,Accepted
Robertson-Rodriguez,Welded Wire Fence,2023-03-12,603.33,3.81,83.46,75,147,12,709.35,794.472,116787.38399999999,Negotiation
Martin Bailey and Moody,Welded Wire Fence,2023-08-28,626.51,3.14,98.55,100,24,10,753.1999999999999,828.52,19884.48,Rejected
Morgan LLC,Welded Wire Fence,2023-06-15,612.14,2.45,91.84,100,32,10,731.4300000000001,804.5730000000001,25746.336000000003,Rejected
Juarez-Shaffer,Welded Wire Fence,2023-12-07,591.88,3.26,86.67,50,53,7,694.31,742.9117,39374.3201,Rejected
Meadows Inc,Welded Wire Fence,2023-10-27,606.67,3.21,82.4,75,95,12,711.03,796.3535999999999,75653.59199999999,Negotiation
Hunter Ford and Keller,Welded Wire Fence,2023-09-19,621.67,3.88,92.58,100,44,10,743.13,817.443,35967.492,Rejected
Mendoza-Arnold,Welded Wire Fence,2023-03-27,603.89,3.37,95.74,75,50,12,721.75,808.36,40418.0,Negotiation
Walker Pham and Stark,Welded Wire Fence,2023-03-04,603.11,2.04,96.06,75,9,12,719.96,806.3552000000001,7257.196800000001,Rejected
Lewis-Turner,Welded Wire Fence,2023-09-28,627.72,3.89,95.89,100,32,10,752.5,827.75,26488.0,Rejected
Smith-Riddle,Welded Wire Fence,2023-05-16,605.07,3.04,82.7,75,6,12,709.5600000000001,794.7072000000001,4768.243200000001,Accepted
Lindsey-Gilmore,Welded Wire Fence,2023-05-23,609.57,3.52,82.32,75,113,12,714.1600000000001,799.8592000000001,90384.0896,Accepted
Reyes Goodman and Goodwin,Welded Wire Fence,2023-12-26,604.24,2.33,97.8,50,73,7,716.87,767.0509,55994.71569999999,Accepted
Jenkins-Holden,Welded Wire Fence,2023-03-09,601.9,3.98,96.39,75,86,12,721.02,807.5424,69448.6464,Rejected
Ellis Simmons and Griffin,Welded Wire Fence,2023-11-05,604.77,3.78,84.08,75,36,12,711.38,796.7456,28682.8416,Negotiation
Moses Powell and Beck,Welded Wire Fence,2023-09-28,611.95,2.4,97.85,100,28,10,737.2,810.9200000000001,22705.760000000002,Negotiation
Byrd Russell and Sparks,Welded Wire Fence,2023-10-04,603.65,2.32,82.61,75,82,12,707.33,792.2096,64961.1872,Negotiation
Webb Soto and Daniels,Welded Wire Fence,2023-01-24,606.21,3.41,80.84,50,128,7,702.96,752.1672000000001,96277.40160000001,Negotiation
Williams Ltd,Welded Wire Fence,2023-11-29,605.1,2.78,80.84,75,67,12,707.47,792.3664,53088.5488,Negotiation
Thompson-Jimenez,Welded Wire Fence,2023-03-14,604.68,3.05,87.5,75,139,12,713.9799999999999,799.6575999999999,111152.40639999998,Negotiation
Wilson Jackson and Marks,Welded Wire Fence,2023-03-27,607.94,3.28,85.78,75,86,12,715.75,801.64,68941.04,Negotiation
Rodgers-Garcia,Welded Wire Fence,2023-12-13,592.24,2.48,86.23,50,150,7,693.45,741.9915000000001,111298.725,Rejected
May Owens and Stanley,Welded Wire Fence,2023-07-31,619.54,2.03,84.46,100,104,12,731.03,818.7536,85150.3744,Rejected
Jones-Mccoy,Welded Wire Fence,2023-06-10,611.71,3.82,82.39,100,72,12,722.9200000000001,809.6704000000001,58296.268800000005,Negotiation
Gordon PLC,Welded Wire Fence,2023-03-05,603.06,2.46,84.18,75,83,12,708.45,793.464,65857.512,Accepted
Rocha-Downs,Welded Wire Fence,2023-06-29,602.59,3.84,92.43,100,44,10,723.8600000000001,796.2460000000001,35034.82400000001,Rejected
Miles LLC,Welded Wire Fence,2023-06-25,607.23,3.42,90.24,100,108,12,725.89,812.9968,87803.6544,Rejected
Duncan-Nichols,Welded Wire Fence,2023-02-21,590.05,3.83,89.7,50,73,7,696.08,744.8056,54370.8088,Accepted
Arroyo Johnston and Hall,Welded Wire Fence,2023-10-04,603.95,3.94,89.99,75,72,12,716.6300000000001,802.6256000000001,57789.04320000001,Rejected
Carr Larson and Zamora,Welded Wire Fence,2024-01-09,603.99,2.52,92.18,50,141,7,711.19,760.9733000000001,107297.23530000001,Rejected
Jenkins Schmidt and Anderson,Welded Wire Fence,2023-10-28,601.96,3.58,98.61,75,121,12,722.9000000000001,809.6480000000001,97967.40800000001,Rejected
Duarte Moody and Valdez,Welded Wire Fence,2023-03-06,607.36,2.47,97.12,75,11,12,725.7,812.7840000000001,8940.624000000002,Accepted
Stephens Mcknight and Watkins,Welded Wire Fence,2023-04-22,603.86,3.15,96.27,75,55,12,722.03,808.6736,44477.047999999995,Negotiation
Porter and Sons,Welded Wire Fence,2023-07-15,624.38,2.21,86.08,100,37,10,737.6700000000001,811.4370000000001,30023.169000000005,Rejected
Roberts Jones and Hoffman,Welded Wire Fence,2024-01-09,608.16,3.44,90.35,50,91,7,714.45,764.4615,69565.9965,Negotiation
Moore and Sons,Welded Wire Fence,2024-01-04,592.77,2.48,94.58,50,77,7,702.33,751.4931,57864.968700000005,Rejected
Reed Hamilton and Bender,Welded Wire Fence,2023-09-08,631.59,3.42,82.71,100,55,12,742.72,831.8464,45751.552,Negotiation
Kirk Navarro and Baker,Welded Wire Fence,2023-03-01,600.36,3.7,89.88,75,130,12,712.69,798.2128,103767.664,Accepted
Irwin Ltd,Welded Wire Fence,2023-10-01,602.38,2.59,86.17,75,140,12,709.89,795.0768,111310.75200000001,Negotiation
Barnett Sullivan and Watkins,Welded Wire Fence,2023-08-18,609.36,3.97,80.21,100,99,12,718.5400000000001,804.7648000000002,79671.71520000002,Rejected
Allen and Sons,Welded Wire Fence,2023-02-24,608.09,2.92,90.64,50,80,7,714.15,764.1405,61131.24,Rejected
Anderson-White,Welded Wire Fence,2023-02-06,590.29,3.87,95.93,50,112,7,702.5899999999999,751.7712999999999,84198.38559999998,Negotiation
Johnson LLC,Welded Wire Fence,2023-10-29,600.23,2.52,90.6,75,22,12,712.1,797.552,17546.144,Rejected
